 N           node   position  sizeX  sizeY  sizeZ  sizeZdeg  sizeXP  sizeYP sizedE  eKin Nparts 
   174       DTL1:DTL_RF:Cav01:Rg03:1:drift  3.79682    1.224  1.640   1.440    9.415    4.203  2.105  0.01450    2.578456      20000 
   175                      DTL_Mag:PMQV103  3.83182    1.469  1.452   1.436    9.390    11.250  9.761  0.01445    2.578456      20000 
   176         DTL1:DTL_Mag:PMQV103:1:drift  3.84186    1.580  1.356   1.438    9.397    11.250  9.761  0.01445    2.578456      20000 
   177                    DTL_RF:Cav01:Rg04  3.84186    1.580  1.356   1.453    9.446    11.961  9.020  0.01470    2.606382      20000 
   178       DTL1:DTL_RF:Cav01:Rg04:1:drift  3.86031    1.798  1.195   1.445    9.396    11.961  9.020  0.01470    2.606382      20000 
   179       DTL1:DTL_RF:Cav01:Rg04:2:drift  3.87876    2.016  1.036   1.439    9.359    11.961  9.020  0.01470    2.606382      20000 
   180       DTL1:DTL_RF:Cav01:Rg04:3:drift  3.89722    2.239  0.885   1.439    9.359    12.166  8.803  0.01465    2.606382      20000 
   181                    DTL_RF:Cav01:Rg05  3.89722    2.239  0.885   1.455    9.408    12.805  8.500  0.01538    2.635302      20000 
   182       DTL1:DTL_RF:Cav01:Rg05:1:drift  3.90754    2.370  0.805   1.447    9.354    12.805  8.500  0.01538    2.635302      20000 
   183                      DTL_Mag:PMQH105  3.94254    2.584  0.632   1.432    9.256    1.612  5.371  0.01509    2.635302      20000 
   184         DTL1:DTL_Mag:PMQH105:1:drift  3.95288    2.575  0.610   1.430    9.246    1.536  5.288  0.01503    2.635302      20000 
   185                    DTL_RF:Cav01:Rg06  3.95288    2.575  0.610   1.446    9.295    1.314  5.189  0.01607    2.665247      20000 
   186       DTL1:DTL_RF:Cav01:Rg06:1:drift  3.96336    2.576  0.594   1.435    9.230    1.314  5.189  0.01607    2.665247      20000 
   187                      DTL_Mag:PMQH106  3.99836    2.340  0.640   1.415    9.099    13.556  5.925  0.01570    2.665247      20000 
   188         DTL1:DTL_Mag:PMQH106:1:drift  4.00886    2.201  0.683   1.413    9.085    13.347  6.076  0.01556    2.665247      20000 
   189                    DTL_RF:Cav01:Rg07  4.00886    2.201  0.683   1.429    9.134    12.560  6.195  0.01666    2.696257      20000 
   190       DTL1:DTL_RF:Cav01:Rg07:1:drift  4.02763    1.967  0.771   1.410    9.013    12.560  6.195  0.01666    2.696257      20000 
   191       DTL1:DTL_RF:Cav01:Rg07:2:drift  4.04639    1.740  0.872   1.399    8.944    12.259  6.451  0.01624    2.696257      20000 
   192       DTL1:DTL_RF:Cav01:Rg07:3:drift  4.06516    1.513  0.977   1.391    8.889    12.259  6.451  0.01624    2.696257      20000 
   193                    DTL_RF:Cav01:Rg08  4.06516    1.513  0.977   1.407    8.939    11.439  6.922  0.01709    2.728357      20000 
   194       DTL1:DTL_RF:Cav01:Rg08:1:drift  4.07597    1.392  1.045   1.396    8.872    11.439  6.922  0.01709    2.728357      20000 
   195                      DTL_Mag:PMQV108  4.11097    1.132  1.170   1.372    8.719    4.945  2.586  0.01677    2.728357      20000 
